Index,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_ASK,PX_BID,PX_VOLUME,DVD_SH_LAST,EQY_DVD_YLD_12M,INDX_DIVISOR,DVD_SH_12M,COUNT_INDEX_MEMBERS,LAST_DPS_GROSS,TOT_RETURN_INDEX_GROSS_DVDS
1981-06-10,132.32,132.32,132.32,132.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.2155
1981-06-11,133.75,133.75,133.75,133.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168.0118
1981-06-12,133.49,133.49,133.49,133.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.6852
1981-06-15,133.61,133.61,133.61,133.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.836
1981-06-16,132.15,132.15,132.15,132.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.002
1981-06-17,133.32,133.32,133.32,133.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.4717
1981-06-18,131.64,131.64,131.64,131.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.3613
1981-06-19,132.27,132.27,132.27,132.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.1527
1981-06-22,131.95,131.95,131.95,131.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.7507
1981-06-23,133.35,133.35,133.35,133.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.5094
1981-06-24,132.66,132.66,132.66,132.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.6426
1981-06-25,132.81,132.81,132.81,132.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.831
1981-06-26,132.56,132.56,132.56,132.56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.517
1981-06-29,131.89,131.89,131.89,131.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.6754
1981-06-30,131.21,131.21,131.21,131.21,#N/A N/A,#N/A N/A,#N/A N/A,0.55,4.8701,#N/A N/A,6.39,#N/A N/A,0.55,165.5121
1981-07-01,129.77,129.77,129.77,129.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.6956
1981-07-02,128.64,128.64,128.64,128.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.2702
1981-07-06,127.37,127.37,127.37,127.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,160.6682
1981-07-07,128.24,128.24,128.24,128.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,161.7656
1981-07-08,128.32,128.32,128.32,128.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,161.8665
1981-07-09,129.3,129.3,129.3,129.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.1027
1981-07-10,129.37,129.37,129.37,129.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.191
1981-07-13,129.64,129.64,129.64,129.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.5316
1981-07-14,129.65,129.65,129.65,129.65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.5442
1981-07-15,130.25,130.25,130.25,130.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.3011
1981-07-16,130.34,130.34,130.34,130.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.4146
1981-07-17,130.76,130.76,130.76,130.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.9444
1981-07-20,128.72,128.72,128.72,128.72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.3711
1981-07-21,128.34,128.34,128.34,128.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,161.8918
1981-07-22,127.13,127.13,127.13,127.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,160.3654
1981-07-23,127.4,127.4,127.4,127.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,160.706
1981-07-24,128.46,128.46,128.46,128.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.0431
1981-07-27,129.9,129.9,129.9,129.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.8596
1981-07-28,129.14,129.14,129.14,129.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.9009
1981-07-29,129.16,129.16,129.16,129.16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162.9261
1981-07-30,130.01,130.01,130.01,130.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.9983
1981-07-31,130.92,130.92,130.92,130.92,#N/A N/A,#N/A N/A,#N/A N/A,0.56,4.9114,#N/A N/A,6.43,#N/A N/A,0.56,165.8527
1981-08-03,130.48,130.48,130.48,130.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.2952
1981-08-04,131.98,131.98,131.98,131.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.1955
1981-08-05,132.67,132.67,132.67,132.67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168.0696
1981-08-06,132.64,132.64,132.64,132.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168.0316
1981-08-07,131.75,131.75,131.75,131.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.9041
1981-08-10,132.54,132.54,132.54,132.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.9049
1981-08-11,133.85,133.85,133.85,133.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,169.5645
1981-08-12,133.4,133.4,133.4,133.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168.9944
1981-08-13,133.51,133.51,133.51,133.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,169.1337
1981-08-14,132.49,132.49,132.49,132.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.8416
1981-08-17,131.22,131.22,131.22,131.22,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,166.2327
1981-08-18,130.11,130.11,130.11,130.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.8265
1981-08-19,130.49,130.49,130.49,130.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.3079
1981-08-20,130.69,130.69,130.69,130.69,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,165.5613
1981-08-21,129.23,129.23,129.23,129.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.7117
1981-08-24,125.5,125.5,125.5,125.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,158.9865
1981-08-25,126.13,126.13,126.13,126.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,159.7846
1981-08-26,124.96,124.96,124.96,124.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,158.3024
1981-08-27,123.51,123.51,123.51,123.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,156.4655
1981-08-28,124.08,124.08,124.08,124.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,157.1876
