Index,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_ASK,PX_BID,PX_VOLUME,DVD_SH_LAST,EQY_DVD_YLD_12M,INDX_DIVISOR,DVD_SH_12M,COUNT_INDEX_MEMBERS,LAST_DPS_GROSS,TOT_RETURN_INDEX_GROSS_DVDS
1998-03-13,1068.61,1069.92,1075.86,1066.57,1069.37,1067.34,486809600,0.01062,1.4509,#N/A N/A,15.5041,500,0.01062,2396.5369
1998-03-16,1079.27,1068.61,1079.46,1068.61,1080.04,1077.96,438085888,0.014945,1.4366,#N/A N/A,15.5047,500,0.014945,2420.4774
1998-03-17,1080.45,1079.27,1080.52,1073.29,1081.2,1079.2,542066496,0,1.435,#N/A N/A,15.5047,500,0,2423.1236
1998-03-18,1085.52,1080.45,1085.52,1077.77,1086.24,1084.07,493199616,0.051352,1.4289,#N/A N/A,15.5115,500,0.051352,2434.6094
1998-03-19,1089.74,1085.52,1089.74,1084.3,1090.36,1088.16,446390112,0.016514,1.4237,#N/A N/A,15.5143,500,0.016514,2444.111
1998-03-20,1099.16,1089.74,1101.04,1089.39,1100.23,1098.18,574922816,0.008065,1.402,#N/A N/A,15.4098,500,0.008065,2465.2567
1998-03-23,1095.55,1099.16,1101.16,1094.25,1096.47,1094.35,500587904,0.019261,1.4062,#N/A N/A,15.4057,500,0.019261,2457.2033
1998-03-24,1105.65,1095.55,1106.75,1095.55,1106.5,1104.39,484943616,0.005168,1.3934,#N/A N/A,15.4059,500,0.005168,2479.868
1998-03-25,1101.93,1105.65,1113.07,1092.84,1102.86,1100.38,587807232,0.018343,1.3981,#N/A N/A,15.4065,500,0.018343,2471.5656
1998-03-26,1100.8,1101.93,1106.28,1097,1101.95,1099.79,461403712,0.00246,1.3996,#N/A N/A,15.4065,500,0.00246,2469.0366
1998-03-27,1095.44,1100.8,1107.18,1091.14,1096.59,1094.45,478941504,0.210214,1.4073,#N/A N/A,15.4164,500,0.210214,2457.4857
1998-03-30,1093.55,1095.44,1099.16,1090.02,1094.23,1092.04,381500416,0.012539,1.4114,#N/A N/A,15.4344,500,0.012539,2453.2741
1998-03-31,1101.75,1093.55,1110.13,1093.55,1102.61,1100.17,493978208,0.008654,1.4142,#N/A N/A,15.5813,500,0.008654,2471.6893
1998-04-01,1108.15,1101.75,1109.19,1095.29,1109.37,1107.29,519877504,0.075291,1.4052,#N/A N/A,15.5722,500,0.075291,2486.2161
1998-04-02,1120.01,1108.15,1121.01,1107.89,1120.83,1118.91,520366784,0.043776,1.389,#N/A N/A,15.5575,500,0.043776,2512.9231
1998-04-03,1122.7,1120.01,1126.36,1118.12,1123.49,1121.23,514740288,0.017498,1.3851,#N/A N/A,15.5509,500,0.017498,2518.9977
1998-04-06,1121.38,1122.7,1131.99,1121.37,1122.76,1120.54,523884896,0.00852,1.3868,#N/A N/A,15.5511,500,0.00852,2516.0552
1998-04-07,1109.54,1121.38,1121.38,1102.44,1110.32,1108.19,567302400,0.324026,1.4028,#N/A N/A,15.5646,500,0.324026,2490.2168
1998-04-08,1101.65,1109.55,1111.6,1098.21,1102.6,1100.56,502749600,0.027237,1.4129,#N/A N/A,15.5652,500,0.027237,2472.5698
1998-04-09,1110.67,1101.65,1111.45,1101.65,1111.3,1109.14,410518208,0.016302,1.4015,#N/A N/A,15.566,500,0.016302,2492.8511
1998-04-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,15.566,500,0,#N/A N/A
1998-04-13,1109.69,1110.67,1110.75,1100.6,1110.38,1108.36,476673504,0.06249,1.4044,#N/A N/A,15.5849,500,0.06249,2490.7916
1998-04-14,1115.75,1109.69,1115.95,1109.48,1116.59,1114.41,488920288,0.001235,1.396,#N/A N/A,15.5757,500,0.001235,2504.3967
1998-04-15,1119.32,1115.75,1119.9,1112.24,1120.08,1118.03,552792704,0.007685,1.3916,#N/A N/A,15.5765,500,0.007685,2512.427
1998-04-16,1108.17,1119.32,1119.32,1105.27,1109.06,1106.96,576698496,0.019687,1.4053,#N/A N/A,15.5733,500,0.019687,2487.4441
1998-04-17,1122.72,1108.17,1122.72,1104.95,1123.36,1121.14,531115392,0.010226,1.3871,#N/A N/A,15.5733,500,0.010226,2520.1264
1998-04-20,1123.65,1122.72,1124.88,1118.47,1124.17,1122.09,460865088,0,1.386,#N/A N/A,15.5733,500,0,2522.214
1998-04-21,1126.67,1123.65,1129.65,1119.54,1127.39,1125.2,528911296,0.002419,1.3822,#N/A N/A,15.5733,500,0.002419,2528.9984
1998-04-22,1130.54,1126.67,1132.98,1126.29,1131.4,1129.25,556467968,0.072163,1.3781,#N/A N/A,15.5796,500,0.072163,2537.8472
1998-04-23,1119.58,1130.54,1130.54,1117.49,1120.51,1118.37,523279104,0.014312,1.3916,#N/A N/A,15.5797,500,0.014312,2513.276
1998-04-24,1107.9,1119.58,1122.81,1104.77,1108.95,1106.84,484407104,0.000937,1.4057,#N/A N/A,15.5739,500,0.000937,2487.0586
1998-04-27,1086.54,1107.9,1107.9,1076.7,1087.33,1085.19,547107328,0,1.4321,#N/A N/A,15.5598,500,0,2439.1088
1998-04-28,1085.11,1086.54,1095.94,1081.49,1086.54,1084.12,521105216,0.07723,1.4339,#N/A N/A,15.5599,500,0.07723,2436.072
1998-04-29,1094.63,1085.11,1098.24,1084.65,1095.53,1093.59,474041792,0.160986,1.4141,#N/A N/A,15.4792,500,0.160986,2457.8058
1998-04-30,1111.75,1094.63,1116.97,1094.63,1113.14,1111.01,534888192,0.077296,1.4029,#N/A N/A,15.5965,500,0.077296,2496.4194
1998-05-01,1121,1111.75,1121.02,1111.75,1121.89,1119.98,429480384,0.006582,1.3892,#N/A N/A,15.573,500,0.006582,2517.2049
1998-05-04,1122.07,1121,1130.52,1121,1122.84,1120.81,425553600,0,1.3879,#N/A N/A,15.5729,500,0,2519.6075
1998-05-05,1115.5,1122.07,1122.07,1111.16,1116.12,1114.06,421644992,0.022476,1.3971,#N/A N/A,15.5849,500,0.022476,2504.9052
1998-05-06,1104.92,1115.5,1118.39,1104.64,1105.62,1103.67,472095200,0.261944,1.4064,#N/A N/A,15.5392,500,0.261944,2481.7356
1998-05-07,1095.14,1104.92,1105.58,1094.59,1095.85,1093.8,470326912,0.029314,1.4192,#N/A N/A,15.5419,500,0.029314,2459.8348
1998-05-08,1108.14,1095.14,1111.42,1094.53,1108.93,1106.79,450278912,0.005683,1.4025,#N/A N/A,15.5419,500,0.005683,2489.0473
1998-05-11,1106.64,1108.14,1119.13,1103.72,1107.45,1105.41,470865312,0.46738,1.4065,#N/A N/A,15.5646,500,0.537764,2486.886
1998-05-12,1115.79,1106.64,1115.96,1102.78,1116.44,1114.35,490583296,0.049084,1.3934,#N/A N/A,15.5478,500,0.049084,2507.5586
1998-05-13,1118.86,1115.79,1122.22,1114.93,1119.74,1117.55,514054496,0.212667,1.3898,#N/A N/A,15.5503,500,0.212667,2514.9357
1998-05-14,1117.37,1118.86,1124.03,1112.43,1117.98,1115.97,471497088,0.023628,1.3917,#N/A N/A,15.5501,500,0.023628,2511.6397
1998-05-15,1108.73,1117.37,1118.66,1107.11,1109.42,1107.2,522240192,0.046222,1.403,#N/A N/A,15.5558,500,0.046222,2492.3224
1998-05-18,1105.82,1108.73,1112.44,1097.99,1106.6,1104.32,426226304,0.122977,1.4049,#N/A N/A,15.5357,500,0.122977,2486.0574
1998-05-19,1109.52,1105.82,1113.5,1105.82,1110.24,1107.86,458061184,0.006834,1.3966,#N/A N/A,15.496,500,0.006834,2494.3911
1998-05-20,1119.06,1109.52,1119.08,1107.51,1119.72,1117.82,486771296,0.148443,1.3847,#N/A N/A,15.4952,500,0.148443,2516.1725
1998-05-21,1114.64,1119.06,1124.45,1111.94,1115.49,1113.68,449902688,0.000684,1.3901,#N/A N/A,15.4952,500,0.000684,2506.2357
1998-05-22,1110.47,1114.64,1116.89,1107.99,1111.28,1109.08,371317408,0.006568,1.3952,#N/A N/A,15.4928,500,0.006568,2496.8742
1998-05-25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,15.4928,500,0,#N/A N/A
1998-05-26,1094.02,1110.47,1116.79,1094.01,1094.98,1093,427326688,0.012134,1.4126,#N/A N/A,15.4544,500,0.012134,2459.9141
1998-05-27,1092.23,1094.02,1094.44,1074.39,1093.55,1091.09,540344576,0.145601,1.4162,#N/A N/A,15.4684,500,0.145601,2456.2165
1998-05-28,1097.6,1092.23,1099.73,1089.06,1098.32,1096.02,463345600,0.143233,1.41,#N/A N/A,15.4758,500,0.143233,2468.6147
1998-05-29,1090.82,1097.6,1104.16,1090.82,1092.42,1090,444574912,0.030393,1.4341,#N/A N/A,15.6429,500,0.030393,2453.4341
1998-06-01,1090.98,1090.82,1097.85,1084.22,1091.95,1089.92,496221792,0.03663,1.4291,#N/A N/A,15.5909,500,0.03663,2453.8764
1998-06-02,1093.22,1090.98,1098.71,1089.67,1094.11,1091.73,523188000,0.005898,1.4224,#N/A N/A,15.5496,500,0.005898,2458.928
1998-06-03,1082.73,1093.22,1097.43,1081.09,1083.48,1081.73,501825312,0.242687,1.4377,#N/A N/A,15.5665,500,0.242687,2435.8792
1998-06-04,1094.83,1082.73,1095.93,1078.1,1096.04,1093.73,508313088,0.005839,1.4218,#N/A N/A,15.5667,500,0.005839,2463.1143
1998-06-05,1113.86,1094.83,1113.88,1094.83,1114.6,1112.68,496351008,0.038619,1.3976,#N/A N/A,15.5669,500,0.038619,2506.0144
1998-06-08,1115.72,1113.86,1119.7,1113.31,1116.77,1114.69,422312288,0.059686,1.3928,#N/A N/A,15.54,500,0.059686,2510.3333
1998-06-09,1118.41,1115.72,1119.92,1111.31,1119.62,1117.38,426981312,0.024353,1.3894,#N/A N/A,15.5397,500,0.024353,2516.4407
1998-06-10,1112.28,1118.41,1126,1110.27,1113.17,1111.14,483739392,0.061515,1.3974,#N/A N/A,15.5426,500,0.061515,2502.7865
1998-06-11,1094.58,1112.28,1114.2,1094.28,1095.36,1093.43,500107008,0.291728,1.4208,#N/A N/A,15.5516,500,0.291728,2463.6153
1998-06-12,1098.84,1094.58,1098.84,1080.83,1099.58,1097.31,520426688,0.017658,1.4158,#N/A N/A,15.5571,500,0.017658,2473.2432
1998-06-15,1077.01,1098.84,1098.84,1077.01,1078.19,1075.94,493987104,0.007325,1.437,#N/A N/A,15.4764,500,0.007325,2424.1253
1998-06-16,1087.59,1077.01,1087.59,1074.67,1088.44,1086.03,565543296,0.00425,1.4215,#N/A N/A,15.4601,500,0.00425,2447.9482
1998-06-17,1107.11,1087.59,1112.87,1087.58,1107.96,1106.07,613537600,0.042027,1.397,#N/A N/A,15.4662,500,0.042027,2491.9784
1998-06-18,1106.37,1107.11,1109.36,1103.71,1107.6,1105.49,490912704,0.047704,1.3982,#N/A N/A,15.469,500,0.047704,2490.4202
1998-06-19,1100.65,1106.37,1111.25,1097.1,1101.43,1099.55,586028416,0.008006,1.4055,#N/A N/A,15.4695,500,0.008006,2477.5626
1998-06-22,1103.21,1100.65,1109.01,1099.42,1104.39,1102.09,444853600,0.021141,1.4024,#N/A N/A,15.4719,500,0.021141,2483.3726
1998-06-23,1119.49,1103.21,1119.49,1103.21,1120.31,1118.25,530569216,0.000607,1.3803,#N/A N/A,15.4518,500,0.000607,2520.0211
1998-06-24,1132.88,1119.49,1134.4,1115.1,1134.17,1132.18,645312128,0.037069,1.3642,#N/A N/A,15.4547,500,0.037069,2550.246
1998-06-25,1129.28,1132.88,1142.04,1127.6,1130.74,1128.37,584917824,0,1.3685,#N/A N/A,15.4547,500,0,2542.142
1998-06-26,1133.2,1129.28,1136.83,1129.28,1134.39,1132.03,425972992,0.185736,1.3644,#N/A N/A,15.4613,500,0.185736,2551.3844
1998-06-29,1138.49,1133.2,1145.15,1133.2,1139.39,1137.26,434335808,0.009696,1.3566,#N/A N/A,15.4446,500,0.009696,2563.3166
1998-06-30,1133.84,1138.49,1140.8,1131.98,1134.87,1132.23,561683968,0.097989,1.381,#N/A N/A,15.6582,500,0.097989,2553.0677
1998-07-01,1148.56,1133.84,1148.56,1133.84,1149.31,1146.81,547587904,0.03921,1.361,#N/A N/A,15.6314,500,0.03921,2586.3012
1998-07-02,1146.42,1148.56,1148.56,1142.99,1147.23,1145.04,452643392,0.000829,1.3636,#N/A N/A,15.6326,500,0.000829,2581.4843
1998-07-03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,15.6326,500,0,#N/A N/A
1998-07-06,1157.33,1146.42,1157.33,1145.03,1158.07,1155.67,415004608,0.168382,1.3522,#N/A N/A,15.649,500,0.168382,2606.4301
1998-07-07,1154.66,1157.33,1159.81,1152.85,1155.53,1153.69,483791808,0.015013,1.3554,#N/A N/A,15.6506,500,0.015013,2600.451
1998-07-08,1166.38,1154.66,1166.89,1154.66,1167.1,1165.02,516295296,0.295908,1.3431,#N/A N/A,15.6653,500,0.295908,2627.5124
1998-07-09,1158.56,1166.38,1166.38,1156.03,1160.01,1157.71,550933696,0.015331,1.3521,#N/A N/A,15.6645,500,0.015331,2609.9309
1998-07-10,1164.33,1158.57,1166.93,1150.88,1165.33,1162.84,486224000,0.001699,1.3441,#N/A N/A,15.6502,500,0.001699,2622.9328
1998-07-13,1165.19,1164.33,1166.98,1160.21,1159.71,1157.71,493392704,0.048398,1.3437,#N/A N/A,15.6568,500,0.048398,2624.9791
1998-07-14,1177.58,1165.19,1179.76,1165.19,1171.78,1169.76,592627904,0.016278,1.3296,#N/A N/A,15.6573,500,0.016278,2652.9284
1998-07-15,1174.81,1177.58,1181.48,1174.73,1169.57,1167.34,702458880,0.004831,1.3328,#N/A N/A,15.6577,500,0.004831,2646.6991
1998-07-16,1183.99,1174.81,1184.02,1170.4,1184.75,1182.24,633031872,0.021147,1.3218,#N/A N/A,15.6503,500,0.021147,2667.428
1998-07-17,1186.75,1183.99,1188.1,1182.42,1187.54,1185.53,555428608,0,1.3143,#N/A N/A,15.5978,500,0,2673.646
1998-07-20,1184.1,1186.75,1190.58,1179.19,1184.92,1182.67,489121696,0.010106,1.3173,#N/A N/A,15.5978,500,0.010106,2667.6985
1998-07-21,1165.07,1184.1,1187.37,1163.05,1166.08,1163.84,596786176,0.002783,1.3388,#N/A N/A,15.5979,500,0.002783,2624.8314
1998-07-22,1164.08,1165.07,1167.67,1155.2,1165.25,1163.07,642741120,0.085593,1.3408,#N/A N/A,15.6084,500,0.085593,2622.7939
1998-07-23,1139.75,1164.08,1164.35,1139.75,1141.3,1138.99,631677376,0.012821,1.3695,#N/A N/A,15.6085,500,0.012821,2568.0048
1998-07-24,1140.8,1139.75,1150.14,1129.11,1141.96,1139.39,615716416,0,1.3681,#N/A N/A,15.6075,500,0,2570.3707
1998-07-27,1147.27,1140.8,1147.27,1128.19,1148.08,1145.58,550220928,0.00059,1.3613,#N/A N/A,15.6175,500,0.00059,2584.9497
1998-07-28,1130.24,1147.27,1147.27,1119.44,1131.4,1129.03,620980480,0,1.3818,#N/A N/A,15.6175,500,0,2546.5788
1998-07-29,1125.21,1130.24,1138.56,1121.98,1126.3,1124.05,535824800,0.18827,1.3891,#N/A N/A,15.6297,500,0.18827,2535.6697
1998-07-30,1142.95,1125.21,1143.07,1125.21,1143.72,1141.22,572327168,0.154228,1.3686,#N/A N/A,15.6426,500,0.154228,2575.9945
1998-07-31,1120.67,1142.95,1142.97,1114.3,1121.64,1119.24,554548608,0,1.3958,#N/A N/A,15.6426,500,0,2525.7798
1998-08-03,1112.44,1120.67,1121.79,1110.39,1113.35,1111.09,542737920,0.036553,1.4059,#N/A N/A,15.6398,500,0.036553,2507.313
1998-08-04,1072.12,1112.44,1119.73,1071.82,1073.27,1070.97,740955008,0.025536,1.4589,#N/A N/A,15.6411,500,0.025536,2416.494
1998-08-05,1081.43,1072.12,1084.8,1057.35,1082.51,1080.01,771222080,0.15185,1.4487,#N/A N/A,15.667,500,0.15185,2437.8206
1998-08-06,1089.63,1081.43,1090.95,1074.94,1090.72,1088.28,663169088,0.09463,1.4383,#N/A N/A,15.6717,500,0.09463,2456.5187
1998-08-07,1089.45,1089.63,1102.54,1084.72,1090.29,1088.04,628428480,0.003035,1.4385,#N/A N/A,15.6717,500,0.003035,2456.1196
1998-08-10,1083.14,1089.45,1092.82,1081.76,1084.81,1082.42,469336096,0.066435,1.4464,#N/A N/A,15.6668,500,0.066435,2442.0439
1998-08-11,1068.98,1083.14,1083.14,1054,1069.77,1067.51,669724608,0.20877,1.4666,#N/A N/A,15.6777,500,0.20877,2410.5894
1998-08-12,1084.22,1068.98,1084.7,1068.98,1085.13,1082.49,587632704,0.201625,1.447,#N/A N/A,15.6882,500,0.201625,2445.4108
1998-08-13,1074.91,1084.22,1091.5,1074.91,1076.12,1073.74,520289216,0.024674,1.4586,#N/A N/A,15.6786,500,0.024674,2424.4683
1998-08-14,1062.75,1074.91,1083.92,1057.22,1063.56,1061.32,563178816,0.054473,1.4742,#N/A N/A,15.6669,500,0.054473,2397.1641
1998-08-17,1083.67,1062.75,1083.67,1055.08,1084.42,1082.02,531494688,0.031734,1.4459,#N/A N/A,15.6685,500,0.031734,2444.4235
1998-08-18,1101.2,1083.67,1101.72,1083.67,1101.85,1099.46,598180288,0.11277,1.4239,#N/A N/A,15.6804,500,0.11277,2484.2199
1998-08-19,1098.06,1101.2,1106.32,1094.93,1099.16,1096.85,569242368,0.067654,1.4278,#N/A N/A,15.6778,500,0.067654,2477.2892
1998-08-20,1091.6,1098.06,1098.79,1089.55,1092.47,1090.09,554054272,0.065082,1.4362,#N/A N/A,15.6778,500,0.065082,2462.8617
1998-08-21,1081.24,1091.6,1091.6,1054.92,1082.14,1079.06,693748800,0.018336,1.4501,#N/A N/A,15.6792,500,0.018336,2439.5289
1998-08-24,1088.14,1081.24,1093.82,1081.24,1089.11,1087.06,487214400,0.004862,1.441,#N/A N/A,15.6796,500,0.004862,2455.1079
1998-08-25,1092.85,1088.14,1106.64,1085.53,1093.55,1091.25,565014016,0.002609,1.4348,#N/A N/A,15.6797,500,0.002609,2465.7406
1998-08-26,1084.19,1092.85,1092.85,1075.91,1085.69,1083.48,567455488,0.087206,1.4466,#N/A N/A,15.6836,500,0.087206,2446.3982
1998-08-27,1042.59,1084.19,1084.19,1037.61,1044.03,1041.34,865137472,0.097094,1.5058,#N/A N/A,15.6991,500,0.097094,2352.7499
1998-08-28,1027.14,1042.59,1051.8,1021.04,1028.44,1026.21,768872384,0.151005,1.5305,#N/A N/A,15.7207,500,0.151005,2318.2256
1998-08-31,957.28,1027.14,1033.47,957.28,958.68,955.91,877371072,0.01871,1.6425,#N/A N/A,15.7237,500,0.01871,2160.5959
1998-09-01,994.26,957.28,1000.71,939.98,995.51,993.19,1129981056,0.04208,1.5817,#N/A N/A,15.7262,500,0.04208,2244.1553
1998-09-02,990.47,994.26,1013.19,988.4,991.29,988.89,783723584,0.2355,1.5902,#N/A N/A,15.7502,500,0.2355,2236.1323
1998-09-03,982.26,990.47,990.47,969.32,982.92,980.45,768594304,0.020357,1.6036,#N/A N/A,15.7513,500,0.020357,2217.643
1998-09-04,973.89,982.26,991.41,956.51,974.61,971.82,669569600,0.046463,1.6167,#N/A N/A,15.7454,500,0.046463,2198.851
1998-09-07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,15.7454,500,0,#N/A N/A
1998-09-08,1023.46,973.89,1023.46,973.89,1024.36,1021.82,740602624,0.059716,1.5404,#N/A N/A,15.7658,500,0.059716,2310.9051
1998-09-09,1006.2,1023.46,1027.72,1004.56,1006.96,1004.42,645737088,0.061356,1.5672,#N/A N/A,15.7694,500,0.061356,2272.0717
1998-09-10,980.19,1006.2,1006.2,968.64,981.02,978.43,788378496,0.017917,1.6089,#N/A N/A,15.7707,500,0.017917,2213.3797
1998-09-11,1009.06,980.19,1009.06,969.71,1009.95,1007.8,734540288,0.2918,1.5648,#N/A N/A,15.7899,500,0.2918,2279.2303
1998-09-14,1029.72,1009.06,1038.38,1009.06,1030.48,1027.89,662626688,0.152324,1.535,#N/A N/A,15.8064,500,0.199973,2326.3481
1998-09-15,1037.68,1029.72,1037.9,1021.42,1038.56,1035.97,625950976,0.006152,1.5226,#N/A N/A,15.8001,499,0.006152,2344.3454
1998-09-16,1045.48,1037.68,1046.07,1029.31,1046.31,1044.18,675369472,0.071336,1.52,#N/A N/A,15.8914,500,0.071336,2362.1283
1998-09-17,1018.87,1045.48,1045.48,1016.05,1019.67,1017.38,601331008,0.070324,1.5612,#N/A N/A,15.907,500,0.070324,2302.1653
1998-09-18,1020.09,1018.87,1022.01,1011.86,1020.94,1018.46,707942592,0.004174,1.5594,#N/A N/A,15.9071,500,0.004174,2304.9315
1998-09-21,1023.89,1020.09,1026.02,993.82,1024.88,1022.32,533650304,0.021241,1.5527,#N/A N/A,15.8983,500,0.021241,2313.5657
1998-09-22,1029.63,1023.89,1033.89,1021.96,1030.67,1027.87,574595776,0.002417,1.5441,#N/A N/A,15.8987,500,0.002417,2326.5411
1998-09-23,1066.09,1029.63,1066.09,1029.63,1066.96,1064.83,772932480,0.034835,1.4915,#N/A N/A,15.9012,500,0.034835,2409.0044
1998-09-24,1042.72,1066.09,1066.11,1033.04,1044.1,1041.68,706909568,0.002485,1.525,#N/A N/A,15.9013,500,0.002485,2356.2017
1998-09-25,1044.75,1042.72,1051.89,1028.49,1045.66,1043.24,646645696,0,1.522,#N/A N/A,15.9013,500,0,2360.7889
1998-09-28,1048.69,1044.75,1061.46,1042.23,1049.45,1046.91,595078912,0.32915,1.5186,#N/A N/A,15.9254,500,0.32915,2370.4356
1998-09-29,1049.02,1048.69,1056.31,1039.95,1050.14,1047.95,677129984,0.018386,1.5182,#N/A N/A,15.9267,500,0.018386,2371.2233
1998-09-30,1017.01,1049.02,1049.02,1015.73,1018.95,1016.12,691097728,0.065058,1.5662,#N/A N/A,15.9286,500,0.065058,2299.0143
1998-10-01,986.39,1017.01,1017.01,981.29,987.61,985.37,846056192,0.015961,1.6158,#N/A N/A,15.9386,500,0.015961,2229.832
1998-10-02,1002.6,986.39,1005.45,971.69,1003.7,1001.42,900430592,0.055474,1.5897,#N/A N/A,15.9382,500,0.055474,2266.6016
1998-10-05,988.56,1002.6,1002.6,964.72,989.43,986.58,852182080,0,1.6123,#N/A N/A,15.9382,500,0,2234.8611
1998-10-06,984.59,988.56,1008.77,974.81,985.84,983.55,798485312,0.05059,1.6188,#N/A N/A,15.9389,500,0.05059,2226.0005
1998-10-07,970.68,984.59,995.66,957.15,971.75,969.3,908154880,0.290072,1.6413,#N/A N/A,15.9321,500,0.290072,2195.2079
1998-10-08,959.44,970.68,970.68,923.32,960.86,958.21,1159229184,0.024476,1.6526,#N/A N/A,15.8561,500,0.024476,2169.8439
1998-10-09,984.39,959.44,984.42,953.04,985.69,983.26,822945728,0,1.6107,#N/A N/A,15.8561,500,0,2226.2702
1998-10-12,997.71,984.39,1010.71,984.39,999.16,996.78,642237120,0,1.5892,#N/A N/A,15.8561,500,0,2256.3943
1998-10-13,994.8,997.71,1000.78,987.55,995.99,993.78,690895680,0.062199,1.5947,#N/A N/A,15.864,500,0.062199,2249.9537
1998-10-14,1005.53,994.8,1014.42,987.8,1006.49,1003.89,764015488,0.015535,1.5774,#N/A N/A,15.8612,500,0.015535,2274.2572
1998-10-15,1047.49,1005.53,1053.09,1000.12,1049.06,1046.37,851304832,0.003451,1.5142,#N/A N/A,15.8615,500,0.003451,2369.1679
1998-10-16,1056.42,1047.49,1062.65,1047.49,1057.37,1054.66,976603328,0.009971,1.5014,#N/A N/A,15.8615,500,0.009971,2389.3881
1998-10-19,1062.39,1056.42,1065.21,1054.23,1063.35,1060.81,694532608,0,1.493,#N/A N/A,15.8615,500,0,2402.8908
1998-10-20,1063.93,1062.39,1084.06,1060.61,1064.92,1062.46,887957888,0,1.4907,#N/A N/A,15.8599,500,0,2406.374
1998-10-21,1069.92,1063.93,1073.61,1058.08,1070.86,1068.46,725193728,0.073346,1.483,#N/A N/A,15.8667,500,0.073346,2420.088
1998-10-22,1078.48,1069.92,1080.43,1061.47,1079.14,1076.69,632102400,0.026312,1.4714,#N/A N/A,15.8692,500,0.026312,2439.5095
1998-10-23,1070.67,1078.48,1078.48,1067.43,1071.5,1068.95,550849280,0.010101,1.4822,#N/A N/A,15.8692,500,0.010101,2421.8663
1998-10-26,1072.32,1070.67,1081.23,1068.17,1073.75,1071.19,551561920,0,1.4799,#N/A N/A,15.8692,500,0,2425.5984
1998-10-27,1065.34,1072.32,1087.08,1063.06,1066.28,1063.81,680232512,0,1.49,#N/A N/A,15.8731,500,0,2409.8097
1998-10-28,1068.09,1065.34,1072.79,1059.65,1068.95,1066.55,585425920,0.207438,1.4877,#N/A N/A,15.8901,500,0.207438,2416.4994
1998-10-29,1085.93,1068.09,1086.11,1065.95,1087.08,1084.93,642627200,0.128904,1.466,#N/A N/A,15.9202,500,0.128904,2457.1533
1998-10-30,1098.67,1085.93,1103.78,1085.93,1099.8,1096.93,664581696,0.006488,1.4491,#N/A N/A,15.9213,500,0.006488,2485.995
1998-11-02,1111.6,1098.67,1114.44,1098.67,1113.23,1110.57,612771776,0.003861,1.4318,#N/A N/A,15.9164,500,0.003861,2515.2607
1998-11-03,1110.84,1111.6,1115.02,1106.42,1111.79,1109.3,594704512,0.029916,1.4366,#N/A N/A,15.9581,500,0.029916,2513.6087
1998-11-04,1118.67,1110.84,1127.18,1110.59,1119.48,1116.85,753915200,0.158538,1.4291,#N/A N/A,15.987,500,0.158538,2531.6854
1998-11-05,1133.85,1118.67,1133.88,1109.55,1134.84,1132.45,669782016,0.095151,1.4105,#N/A N/A,15.9927,500,0.095151,2566.2547
1998-11-06,1141.01,1133.85,1141.3,1131.18,1141.96,1139.75,582866880,0.105294,1.4022,#N/A N/A,15.999,500,0.105294,2582.6984
1998-11-09,1130.2,1141.01,1141.01,1123.17,1131.15,1128.84,528167808,0.177463,1.4153,#N/A N/A,15.9961,500,0.177463,2558.6313
1998-11-10,1128.26,1130.2,1135.37,1122.8,1129.06,1126.5,604663296,0.196208,1.418,#N/A N/A,15.9988,500,0.196208,2554.6837
1998-11-11,1120.97,1128.26,1136.25,1117.4,1122.31,1119.75,609071872,0,1.4272,#N/A N/A,15.9988,500,0,2538.1771
1998-11-12,1117.69,1120.97,1126.57,1115.55,1118.59,1116.63,596483712,0.111481,1.4314,#N/A N/A,15.9988,500,0.116636,2531.0143
1998-11-13,1125.72,1117.69,1126.34,1116.76,1126.72,1124.17,549153408,0.054156,1.4105,#N/A N/A,15.8786,500,0.054156,2549.321
1998-11-16,1135.87,1125.72,1138.72,1125.72,1136.78,1134.42,538057984,0.026132,1.398,#N/A N/A,15.8795,500,0.026132,2572.3661
1998-11-17,1139.32,1135.87,1151.71,1129.67,1140.58,1137.8,646797568,0.016024,1.3938,#N/A N/A,15.8796,500,0.016024,2580.2154
1998-11-18,1144.48,1139.32,1144.52,1133.07,1145.22,1142.74,586027200,0.138559,1.3879,#N/A N/A,15.8845,500,0.138559,2592.2151
1998-11-19,1152.61,1144.48,1155.1,1144.42,1153.28,1150.93,574613376,0.07133,1.3782,#N/A N/A,15.885,500,0.07133,2610.7909
1998-11-20,1163.55,1152.61,1163.55,1152.61,1164.32,1161.96,596250304,0.003188,1.3652,#N/A N/A,15.885,500,0.003188,2635.5786
1998-11-23,1188.21,1163.55,1188.21,1163.55,1189.17,1186.81,662883328,0.018746,1.337,#N/A N/A,15.8858,500,0.018746,2691.4786
